127964415	206869046149390338
155805879	205886655515725824
114119906	203990193223647232
580612094	206630964699463682
278173399	205109221036007424
237227197	205328071551762432
413333507	205492660113375233
100883065	206488618506784770
321192616	206545627549675520
242598008	205060902758789120
194410962	204328350737633280
509552253	204077443160616960
319173200	206921789710934018
350264081	207061963325440001
399120454	206851497168875520
281451596	205553867532943360
580127659	205082713215082496
346254440	206554494459314176
100126450	205979568325136384
136627335	206873314608676864
27260086	204849574727270400
458838905	205515934297890817
73181245	206994258811559936
222907377	203944223718916099
303468838	202577702929174532
137647333	206560810800132096
367966881	204282591040380929
281201944	205750742387138560
100810342	206733842680262657
347631542	205495638186663936
589922229	206979893278412800
56341298	206452925017489408
156528345	205109535503953921
550672612	206563692647682049
531583771	204251708413575169
226789056	202550892828958722
345877133	203976330671431680
388724904	204917361164292096
501598808	206951552148180992
246603018	206788821776465924
239347531	204975901027467264
199135947	205033270533029888
21111943	202515023099199488
236190789	205452918948773888
269427482	204185668878991361
215445328	206463792656285696
275832503	205758889269010434
122477771	206490413639548928
181858991	204892073554477056
566696535	203950183841677314
84207170	204926219198799872
152354479	206026171228487680
318836524	204433685368418304
45860520	202563039634001921
564183189	206623041919258625
185824981	205089772195155969
419191918	204068542788808705
220981845	206829997204320256
240541854	205896819216101376
381484061	202571432109150209
292626179	206516267509747712
534597423	205490839730917377
91006356	204106220318113792
319776037	205453057356595200
378478561	205105194650976260
220064417	203956970473000962
379582427	206929670615207941
243696258	204256100504182785
221856284	206502367598874625
146781702	204066290418200577
115911365	206000777511174144
54544748	205452201890557952
265480749	205052283199827968
304347395	202723077187055617
381611707	204332100638359552
386923905	206908493813391362
262906333	205467317981818882
57116336	206780823603650562
561684253	205083845844934656
406391487	204091724799279106
483072989	205374586492157953
383519940	205099251204755458
442341171	205857975703842817
232658181	205523997205606400
67746515	202597222976729089
41931523	206799231976083457
84497203	205351921123467264
29093084	206935622517129217
422879287	206844231430574081
301810435	205413279642816513
273293203	205302641503371265
522470512	207011455474737152
555726213	205139513473900544
515599125	203945229445902338
31018242	205492685488930817
298731412	206493349706858496
25168967	204958523979866113
545422750	204299055252258816
484896311	202586256545292289
256059744	206911151743832064
280812429	202576062805319681
215038483	205081878225616898
429882398	204349838094110722
415239853	205849985332416512
264153417	204354611274985474
138536756	202622980403118080
180781620	204979533294739457
198525611	204089095041982464
358537066	205426423740121090
352865536	206886595100549120
359672349	202663199328321536
255636310	204256769244004352
72125389	206500123402960896
44001793	203981867735715840
41731572	204287095680933888
208816451	204402174577479682
464851839	204909576368304128
353391268	206927300997029888
243974632	202515593419689985
356257143	205043068636905473
357827876	205439658983829504
549698828	206828952914890752
119828020	207022876342235138
176547638	205496212797919232
219067181	205016531338412032
326848353	204974009253765120
578129533	202698553301278720
118720678	204915955904692224
521771879	202607306351968256
273288519	202608678837297152
365231063	206596919642951680
41114314	203972598101573632
292538748	203996015181836288
412277131	205506206423449600
389575261	205853190032338944
335617065	202556462722068480
16010922	205342772415311873
275228532	206992413129052160
273446450	206590171020402690
40168973	205876308977262592
484372127	202531942808289281
170015212	203918055628210177
318572508	206653542981844992
23591896	204406901511954434
83625926	206808115654574081
412517458	205112339752681476
229922572	202622032435879938
528529341	205106189082689537
20010173	206552553570312193
395015346	204399368869126145
337371433	206858824789934080
592242473	206898179680108544
44732651	204321509978812416
385754518	202596900225028096
62682040	206473183619055616
324487513	205772416042020865
318880687	205101482662559744
36374697	206975862392889345
500405693	205329174645325824
50027817	203962705881735168
282295046	205872088865705986
44268463	205298282971410433
31738100	206926027740561408
40361744	205700245261262849
104774642	204164923780104192
362897042	205313961921486849
157102668	204039019246522371
219350069	204151564808630272
105037540	205431188335235072
58084417	203968810720559105
136817977	204010259608649729
273576408	204290946014265344
325272760	205811209184870400
178835600	203937167096020994
245116195	204333547471908865
427695041	204909638313971712
355661556	206608378674421761
284764198	202633994595082240
550508281	205002962462973952
35710248	204252983171612672
438057627	204026100953784320
271955371	206806974774525954
226862612	204935186989850626
264615352	202690647008882689
477398316	205895688939253760
44922535	203998754473385984
176891325	204324185927983106
386819269	203994773403607040
354962408	206593920916930560
219126735	204006146007244801
41536767	206876541550993408
368924649	204068659998621696
40965358	202531003460358144
534081346	205949055141019649
167626614	206568566370209792
334961052	206585364561924096
108894635	205776136427413504
591155506	207023371282685952
191415075	206975518485123073
575560392	206485435319463937
343022491	204079905225445377
68225138	206623993942376448
576047465	206695448092741633
325250054	205412636874125312
53139787	202569108670263297
108090741	204294754471645185
116099554	196469411979333632
379570652	204348428879273984
237398683	206997983324147712
325208877	205006703866023937
47656788	202536254502469632
96185643	202641560905588736
414277856	206597619991056384
49653083	204331525645410304
244595933	205852166399856640
347013939	204924931790741504
304655663	206577749601697793
280575230	204161174164606977
522664365	205317166432653312
214241148	204018559486148608
409755614	204380569612722176
499193684	203965648236326915
414464919	206914772535480321
135570609	204379428900454400
411859932	203926788160765952
247826931	206739899506884610
465145213	205067139504291843
384603051	204442905077755905
415035496	205041818742689792
584301281	205755915448754176
575509230	205767936638595072
382218168	205811192428638208
260536525	204401935476985858
418893678	204285619311099904
188362150	204150919091322881
239243827	204897060661624832
179077520	206715966799884289
567709241	205940288852725760
233276216	203983229890469888
416983726	205267058844377088
358600361	205460103904763906
214284377	204348422696861696
102862303	202477497512771587
126400767	206599399697166336
169253644	206538732290052096
208229040	204414556209033217
190542855	205357765022072832
350582731	205771170535063552
388055851	204053429222518784
336231992	205462960158670848
34189194	204043230512287744
517854759	202600968540524544
46916074	205439384084946945
429891803	205942943712940032
266134960	205814107927097346
17737925	206803057147777024
493384101	205001884807868416
387852923	206481253296386048
229931439	205024697505693696
176070600	206605618562351104
171690900	205307274837766145
289102287	202585474701852672
39910404	203924778866851843
576237134	205298052771217409
393742238	205074991237185536
103043460	202512238190407680
372787355	205053978017402880
26036310	206816223055454210
109041176	206870034138673154
45158827	205830200917901312
380023268	204204505531809792
292406592	205854158992060416
14682031	206752570218262528
136702623	205903949453213697
237075310	205891727024848896
200664128	202527572456771585
272568935	204202634658316288
417307165	205423361743007745
496464574	203971713048911873
385747408	204401960789610498
482537147	205100702584942594
38833210	206486181733601283
407968989	206815044611223552
408183499	205839344353808384
311620717	206821590942490624
242025573	202701883696091136
416340019	206477888227258368
45094967	206685859880251392
54137367	206926017569361920
219404668	205450410822086658
318124720	204887967527997441
76786396	205029974057558016
116255759	206012573299130368
112495484	205060571547181056
443305542	205348468552777728
279394840	204394821962563584
481945578	204027342107054081
588879373	207066572643254272
586166562	204358390238023681
409373639	205879349923160064
56971934	206575772259987456
18257547	205848466990174210
82406871	205049548601704448
458816043	206934645063942145
122754028	205772770808836096
385895851	202621868899958784
383503911	204389910474530816
57232472	203992806430216194
360148927	204191471799238656
475577486	204429743645409280
19001646	207049326957035520
249397616	206935093703479298
169162810	206900618428813313
233748390	206837265857654784
591901202	206930551310000130
155740966	204318984659681281
312772147	205412020521140226
544671897	206988021919260673
105400694	204427260801986561
269055437	204362139840937985
439923344	204922385659461633
66758949	204273724080394240
267362745	206985080588087296
420108835	206898293014409216
112284636	205469578866855936
309724194	206727834104889344
550346002	205015742733758465
37033036	205102235582078976
323001815	205051188570374146
382154698	205458556344991745
339348725	205084747347668993
390755643	206930421265604608
278343421	206934061929857024
102320110	204450879594704896
121597087	202570173935390720
50004938	206781993172742144
271122291	202576914257416193
353119577	205024269674090497
417586211	206942664527069185
42532981	206942392157351937
236931597	206809491197534209
108293707	205905119638851584
354423028	206925551783518211
65907527	203962158571204609
52349005	203943456224194560
118905570	203983224010051584
554806693	204038750911725568
415309745	206962767771598848
33382414	205879987151175680
177376777	202698238527156224
342480748	202609159986880512
295558445	204435183762542592
14203111	202670304600915969
59183381	202552855754842115
369542435	205483777139556353
330595913	206924423545094147
289006597	203698740069007360
194857825	204088839206215680
121853554	205045886890418176
405215241	202596539292581888
491783942	206592561811431425
279712316	206788167439892480
538618354	205835225912184832
319416557	206916991267774464
309611499	202515576634089472
368139552	206977208747692032
565959159	205078128660459521
78726840	205848727074783232
266367415	207015972828217344
560693807	205771694768533504
440182500	205490449719361536
301480502	202537898464124929
35273944	203693064546562048
183037701	206532788730593282
